ID,Name0,Name1,Name2,Name3,Name4,Artist0,Artist1,Artist2,Artist3,Artist4,BPM0,BPM1,BPM2,BPM3,BPM4,ParentSongIndex,GameVersion,Channel,ActiveMode,SomeBoolean,Length,Padding1,Padding2,
F34,Dr.KOA,닥터 케이오에이,Dr.KOA,Dr.KOA,Dr.KOA,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,156,156,156,156,156,4294967295,17,1,3,1,144,4294967295,4294967295,
F37,Nina PXNDX Mix,니나 판다 믹스,Nina PXNDX Mix,Nina PXNDX Mix,Nina PXNDX Mix,Nina Pilots & PXNDX,니나 파일럿츠 & 판다,Nina Pilots & PXNDX,Nina Pilots & PXNDX,Nina Pilots & PXNDX,160,160,160,160,160,4294967295,17,3,3,1,153,4294967295,4294967295,
F38,Big metra Remix,빅 메트라 리믹스,Big metra Remix,Big metra Remix,Big metra Remix,Big metra,빅 메트라,Big metra,Big metra,Big metra,210,210,210,210,210,4294967295,17,3,3,1,152,4294967295,4294967295,
F40,Novasonic Mix ver.3,노바소닉 믹스 ver.3,Novasonic Mix ver.3,Novasonic Mix ver.3,Novasonic Mix ver.3,Novasonic,노바소닉,Novasonic,Novasonic,Novasonic,136,136,136,136,136,4294967295,17,2,3,1,150,4294967295,4294967295,
F43,Turkey Virus,터키 바이러스,Turkey Virus,Turkey Virus,Turkey Virus,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,150-162,150-162,150-162,150-162,150-162,4294967295,17,1,3,1,152,4294967295,4294967295,
F44,msgoon RMX pt.1,엠.에스.군 리믹스 파트.1,msgoon RMX pt.1,msgoon RMX pt.1,msgoon RMX pt.1,msgoon,엠.에스.군,msgoon,msgoon,msgoon,120,120,120,120,120,4294967295,17,1,3,1,165,4294967295,4294967295,
F46,msgoon RMX pt.3,엠.에스.군 리믹스 파트.3,msgoon RMX pt.3,msgoon RMX pt.3,msgoon RMX pt.3,msgoon,엠.에스.군,msgoon,msgoon,msgoon,168,168,168,168,168,4294967295,17,1,3,1,152,4294967295,4294967295,
F50,Chopsticks Challenge,젓가락 변주곡,Chopsticks Challenge,Chopsticks Challenge,Chopsticks Challenge,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,128,128,128,128,128,4294967295,17,1,4,1,176,4294967295,4294967295,
F51,La La La,라 라 라,La La La,La La La,La La La,Big Bang,빅 뱅,Big Bang,Big Bang,Big Bang,102,102,102,102,102,4294967295,17,2,4,1,175,4294967295,4294967295,
F53,Panuelito Rojo,붉은 손수건,Panuelito Rojo,Panuelito Rojo,Panuelito Rojo,Big metra,빅 메트라,Big metra,Big metra,Big metra,196,196,196,196,196,4294967295,17,3,4,1,215,4294967295,4294967295,
F54,Procedimientos Para Llegar A Un Común Acuerdo,잘가 내 사랑,Procedimientos Para Llegar A Un Común Acuerdo,Procedimientos Para Llegar A Un Común Acuerdo,Procedimientos Para Llegar A Un Común Acuerdo,PXNDX,판다,PXNDX,PXNDX,PXNDX,160,160,160,160,160,4294967295,17,3,4,1,191,4294967295,4294967295,
F55,Forward,포워드,Forward,Forward,Forward,DJ Missill,디제이 미시아일,DJ Missill,DJ Missill,DJ Missill,97,97,97,97,97,4294967295,17,3,4,1,222,4294967295,4294967295,
F56,Slightly,살짝쿵,Slightly,Slightly,Slightly,45RPM,45알피엠,45RPM,45RPM,45RPM,120,120,120,120,120,4294967295,17,2,4,1,165,4294967295,4294967295,
F59,Digan Lo Que Digan,나완 상관없어,Digan Lo Que Digan,Digan Lo Que Digan,Digan Lo Que Digan,Nina Pilots,니나 파일럿츠,Nina Pilots,Nina Pilots,Nina Pilots,162,162,162,162,162,4294967295,17,3,4,1,192,4294967295,4294967295,
F60,Trato De No Trabarme,잠깐이면 돼,Trato De No Trabarme,Trato De No Trabarme,Trato De No Trabarme,Big metra,빅 메트라,Big metra,Big metra,Big metra,210,210,210,210,210,4294967295,17,3,4,1,228,4294967295,4294967295,
F64,Enter The Dragon,엔터 더 드래곤,Enter The Dragon,Enter The Dragon,Enter The Dragon,JTL,JTL,JTL,JTL,JTL,110,110,110,110,110,4294967295,17,2,4,1,226,4294967295,4294967295,
F65,Beat # No.4,비트 샵 넘버4,Beat # No.4,Beat # No.4,Beat # No.4,HEaDTriP,해드 트립,HEaDTriP,HEaDTriP,HEaDTriP,121,121,121,121,121,4294967295,17,2,4,1,303,4294967295,4294967295,
F71,Scream Song,꺄악송,Scream Song,Scream Song,Scream Song,msgoon,엠.에스.군,msgoon,msgoon,msgoon,180,180,180,180,180,4294967295,17,1,3,1,168,4294967295,4294967295,
FE13B,Pumptris 8Bit ver.,펌트리스 8비트 ver.,Pumptris 8Bit ver.,Pumptris 8Bit ver.,Pumptris 8Bit ver.,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,489,17,1,2,1,0,4294967295,4294967295,
AFF00,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF01,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF02,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF03,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF04,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF05,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF06,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF07,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF08,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF09,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0A,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0B,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0C,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0D,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0E,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF0F,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF10,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF11,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF12,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF13,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF14,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF15,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF16,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF17,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF18,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF19,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1A,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1B,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1C,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1D,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1E,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AFF1F,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF000,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF001,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF002,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF003,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF004,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF005,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF006,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF007,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF008,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF009,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00A,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00B,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00C,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00D,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00E,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF00F,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF010,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF011,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF012,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF013,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF014,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF015,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF016,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF017,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF018,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF019,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01A,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01B,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01C,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01D,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01E,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF01F,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF100,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF101,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF102,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF103,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF104,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF105,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF106,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF107,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF108,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF109,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10A,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10B,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10C,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10D,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10E,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF10F,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF110,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF111,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF112,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF113,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
AF114,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,0,0,0,0,0,4294967295,4294967295,
